Country,Year,Sport,Gold,Silver,Bronze,Total_medal,athlete_count,female_count,male_count,participated_team_events_count
Argentina,1964,Cycling,0,0,0,0,14,0,14,2
Argentina,1964,Equestrianism,0,1,0,1,15,0,15,2
Argentina,1964,Fencing,0,0,0,0,23,1,22,3
Argentina,1964,Football,0,0,0,0,14,0,14,1
Argentina,1964,Gymnastics,0,0,0,0,7,0,7,3
Argentina,1964,Judo,0,0,0,0,3,0,3,0
Argentina,1964,Rowing,0,0,0,0,12,0,12,4
Argentina,1964,Sailing,0,0,0,0,6,0,6,2
Argentina,1964,Shooting,0,0,0,0,8,0,8,0
Argentina,1964,Swimming,0,0,0,0,14,2,12,1
Argentina,1964,Weightlifting,0,0,0,0,2,0,2,0
Argentina,1964,Wrestling,0,0,0,0,8,0,8,0
Argentina,1968,Athletics,0,0,0,0,9,2,7,1
Argentina,1968,Boxing,0,0,1,1,7,0,7,0
Argentina,1968,Cycling,0,0,0,0,16,0,16,2
Argentina,1968,Equestrianism,0,0,0,0,14,0,14,2
Argentina,1968,Fencing,0,0,0,0,22,1,21,3
Argentina,1968,Hockey,0,0,0,0,18,0,18,1
Argentina,1968,Rowing,0,0,1,1,9,0,9,2
Argentina,1968,Sailing,0,0,0,0,6,0,6,2
Argentina,1968,Shooting,0,0,0,0,4,0,4,0
Argentina,1968,Swimming,0,0,0,0,20,6,14,1
Argentina,1968,Weightlifting,0,0,0,0,1,0,1,0
Argentina,1968,Wrestling,0,0,0,0,6,0,6,0
Argentina,1972,Athletics,0,0,0,0,10,1,9,0
Argentina,1972,Boxing,0,0,0,0,5,0,5,0
Argentina,1972,Cycling,0,0,0,0,9,0,9,1
Argentina,1972,Equestrianism,0,0,0,0,15,0,15,2
Argentina,1972,Fencing,0,0,0,0,13,1,12,1
Argentina,1972,Hockey,0,0,0,0,16,0,16,1
Argentina,1972,Judo,0,0,0,0,2,0,2,0
Argentina,1972,Rowing,0,1,0,1,19,0,19,4
Argentina,1972,Sailing,0,0,0,0,9,0,9,2
Argentina,1972,Shooting,0,0,0,0,5,0,5,0
Argentina,1972,Swimming,0,0,0,0,14,8,6,0
Argentina,1972,Wrestling,0,0,0,0,6,0,6,0
Argentina,1976,Athletics,0,0,0,0,2,0,2,0
Argentina,1976,Boxing,0,0,0,0,3,0,3,0
Argentina,1976,Cycling,0,0,0,0,8,0,8,1
Argentina,1976,Equestrianism,0,0,0,0,12,0,12,2
Argentina,1976,Fencing,0,0,0,0,16,0,16,2
Argentina,1976,Hockey,0,0,0,0,16,0,16,1
Argentina,1976,Judo,0,0,0,0,3,0,3,0
Argentina,1976,Rowing,0,0,0,0,10,0,10,2
Argentina,1976,Sailing,0,0,0,0,4,0,4,1
Argentina,1976,Shooting,0,0,0,0,6,0,6,0
Argentina,1976,Swimming,0,0,0,0,20,18,2,3
Argentina,1976,Wrestling,0,0,0,0,6,0,6,0
Argentina,1984,Athletics,0,0,0,0,9,4,5,0
Argentina,1984,Boxing,0,0,0,0,6,0,6,0
Argentina,1984,Canoeing,0,0,0,0,2,0,2,0
Argentina,1984,Cycling,0,0,0,0,12,0,12,1
Argentina,1984,Diving,0,0,0,0,2,2,0,0
Argentina,1984,Equestrianism,0,0,0,0,7,0,7,1
Argentina,1984,Fencing,0,0,0,0,22,7,15,3
Argentina,1984,Judo,0,0,0,0,4,0,4,0
Argentina,1984,Rowing,0,0,0,0,7,0,7,2
Argentina,1984,Sailing,0,0,0,0,8,0,8,3
Argentina,1984,Shooting,0,0,0,0,8,0,8,0
Argentina,1984,Swimming,0,0,0,0,12,4,8,1
Argentina,1984,Volleyball,0,0,0,0,10,0,10,1
Argentina,1984,Wrestling,0,0,0,0,6,0,6,0
Argentina,1988,Archery,0,0,0,0,2,0,2,0
Argentina,1988,Athletics,0,0,0,0,2,0,2,0
Argentina,1988,Boxing,0,0,0,0,4,0,4,0
Argentina,1988,Canoeing,0,0,0,0,10,3,7,3
Argentina,1988,Cycling,0,0,0,0,8,0,8,1
Argentina,1988,Diving,0,0,0,0,2,2,0,0
Argentina,1988,Fencing,0,0,0,0,3,0,3,0
Argentina,1988,Football,0,0,0,0,16,0,16,1
Argentina,1988,Hockey,0,0,0,0,31,15,16,2
Argentina,1988,Judo,0,0,0,0,3,0,3,0
Argentina,1988,Rowing,0,0,0,0,6,0,6,2
Argentina,1988,Sailing,0,0,0,0,11,0,11,4
Argentina,1988,Shooting,0,0,0,0,4,0,4,0
Argentina,1988,Swimming,0,0,0,0,6,6,0,0
Argentina,1988,Table Tennis,0,0,0,0,1,1,0,0
Argentina,1988,Tennis,0,1,0,1,9,5,4,2
Argentina,1988,Volleyball,0,0,1,1,12,0,12,1
Argentina,1988,Wrestling,0,0,0,0,4,0,4,0
Argentina,1992,Athletics,0,0,0,0,4,1,3,0
Argentina,1992,Boxing,0,0,0,0,3,0,3,0
Argentina,1992,Canoeing,0,0,0,0,7,0,7,2
Argentina,1992,Cycling,0,0,0,0,8,0,8,1
Argentina,1992,Diving,0,0,0,0,3,3,0,0
Argentina,1992,Fencing,0,0,0,0,5,3,2,0
Argentina,1992,Gymnastics,0,0,0,0,17,10,7,4
Argentina,1992,Hockey,0,0,0,0,16,0,16,1
Argentina,1992,Judo,0,0,0,0,9,2,7,0
Argentina,1992,Rowing,0,0,0,0,6,0,6,2
Argentina,1992,Sailing,0,0,0,0,7,2,5,2
Argentina,1992,Shooting,0,0,0,0,4,0,4,0
Argentina,1992,Swimming,0,0,0,0,6,0,6,0
Argentina,1992,Table Tennis,0,0,0,0,3,3,0,1
Argentina,1992,Tennis,0,0,1,1,10,5,5,2
Argentina,1992,Weightlifting,0,0,0,0,2,0,2,0
Argentina,1992,Wrestling,0,0,0,0,1,0,1,0
Argentina,1996,Athletics,0,0,0,0,9,4,5,0
Argentina,1996,Basketball,0,0,0,0,12,0,12,1
Argentina,1996,Beach Volleyball,0,0,0,0,2,0,2,1
Argentina,1996,Boxing,0,0,1,1,5,0,5,0
Argentina,1996,Canoeing,0,0,0,0,6,0,6,2
Argentina,1996,Cycling,0,0,0,0,11,1,10,1
Argentina,1996,Equestrianism,0,0,0,0,9,0,9,1
Argentina,1996,Fencing,0,0,0,0,7,6,1,1
Argentina,1996,Football,0,1,0,1,18,0,18,1
Argentina,1996,Gymnastics,0,0,0,0,12,5,7,4
Argentina,1996,Hockey,0,0,0,0,32,16,16,2
Argentina,1996,Judo,0,0,0,0,8,1,7,0
Argentina,1996,Rowing,0,0,0,0,22,5,17,7
Argentina,1996,Sailing,0,1,0,1,10,4,6,3
Argentina,1996,Shooting,0,0,0,0,10,5,5,0
Argentina,1996,Swimming,0,0,0,0,22,17,5,4
Argentina,1996,Tennis,0,0,0,0,10,5,5,2
Argentina,1996,Volleyball,0,0,0,0,12,0,12,1
Argentina,1996,Weightlifting,0,0,0,0,3,0,3,0
Argentina,1996,Wrestling,0,0,0,0,1,0,1,0
Argentina,2000,Athletics,0,0,0,0,11,5,6,0
Argentina,2000,Beach Volleyball,0,0,0,0,4,0,4,1
Argentina,2000,Boxing,0,0,0,0,7,0,7,0
Argentina,2000,Canoeing,0,0,0,0,4,0,4,1
Argentina,2000,Cycling,0,0,0,0,10,1,9,2
Argentina,2000,Diving,0,0,0,0,1,1,0,0
Argentina,2000,Equestrianism,0,0,0,0,1,0,1,0
Argentina,2000,Fencing,0,0,0,0,3,1,2,0
Argentina,2000,Gymnastics,0,0,0,0,5,5,0,1
Argentina,2000,Hockey,0,1,0,1,32,16,16,2
Argentina,2000,Judo,0,0,0,0,9,2,7,0
Argentina,2000,Rowing,0,0,0,0,8,3,5,3
Argentina,2000,Sailing,0,1,2,3,11,3,8,4
Argentina,2000,Shooting,0,0,0,0,7,2,5,0
Argentina,2000,Swimming,0,0,0,0,21,7,14,3
Argentina,2000,Table Tennis,0,0,0,0,3,0,3,1
Argentina,2000,Taekwondo,0,0,0,0,2,0,2,0
Argentina,2000,Tennis,0,0,0,0,11,5,6,2
Argentina,2000,Triathlon,0,0,0,0,1,0,1,0
Argentina,2000,Volleyball,0,0,0,0,12,0,12,1
Argentina,2000,Weightlifting,0,0,0,0,2,1,1,0
Argentina,2004,Athletics,0,0,0,0,8,5,3,0
Argentina,2004,Basketball,1,0,0,1,12,0,12,1
Argentina,2004,Beach Volleyball,0,0,0,0,2,0,2,1
Argentina,2004,Boxing,0,0,0,0,1,0,1,0
Argentina,2004,Canoeing,0,0,0,0,3,1,2,0
Argentina,2004,Cycling,0,0,0,0,5,1,4,1
Argentina,2004,Equestrianism,0,0,0,0,8,0,8,1
Argentina,2004,Fencing,0,0,0,0,1,1,0,0
Argentina,2004,Football,1,0,0,1,16,0,16,1
Argentina,2004,Gymnastics,0,0,0,0,5,5,0,1
Argentina,2004,Hockey,0,0,1,1,32,16,16,2
Argentina,2004,Judo,0,0,0,0,9,2,7,0
Argentina,2004,Rowing,0,0,0,0,6,3,3,2
Argentina,2004,Sailing,0,0,1,1,11,4,7,3
Argentina,2004,Shooting,0,0,0,0,8,0,8,0
Argentina,2004,Swimming,0,0,1,1,18,9,9,2
Argentina,2004,Table Tennis,0,0,0,0,4,0,4,1
Argentina,2004,Taekwondo,0,0,0,0,2,1,1,0
Argentina,2004,Tennis,0,0,1,1,12,5,7,2
Argentina,2004,Triathlon,0,0,0,0,2,1,1,0
Argentina,2004,Volleyball,0,0,0,0,12,0,12,1
Argentina,2004,Weightlifting,0,0,0,0,2,1,1,0
Argentina,2008,Athletics,0,0,0,0,11,3,8,1
Argentina,2008,Basketball,0,0,1,1,12,0,12,1
Argentina,2008,Beach Volleyball,0,0,0,0,2,0,2,1
Argentina,2008,Boxing,0,0,0,0,1,0,1,0
Argentina,2008,Canoeing,0,0,0,0,3,1,2,0
Argentina,2008,Cycling,1,0,0,1,12,2,10,1
Argentina,2008,Equestrianism,0,0,0,0,1,0,1,0
Argentina,2008,Fencing,0,0,0,0,1,0,1,0
Argentina,2008,Football,1,0,0,1,33,15,18,2
Argentina,2008,Hockey,0,0,1,1,16,16,0,1
Argentina,2008,Judo,0,0,1,1,9,3,6,0
Argentina,2008,Rowing,0,0,0,0,2,1,1,0
Argentina,2008,Sailing,0,0,1,1,10,4,6,3
Argentina,2008,Shooting,0,0,0,0,1,0,1,0
Argentina,2008,Swimming,0,0,0,0,16,7,9,1
Argentina,2008,Table Tennis,0,0,0,0,2,0,2,0
Argentina,2008,Taekwondo,0,0,0,0,1,1,0,0
Argentina,2008,Tennis,0,0,0,0,11,3,8,2
Argentina,2008,Weightlifting,0,0,0,0,1,0,1,0
Argentina,2012,Athletics,0,0,0,0,10,3,7,0
Argentina,2012,Basketball,0,0,0,0,12,0,12,1
Argentina,2012,Beach Volleyball,0,0,0,0,2,2,0,1
Argentina,2012,Boxing,0,0,0,0,2,0,2,0
Argentina,2012,Canoeing,0,0,0,0,3,0,3,1
Argentina,2012,Cycling,0,0,0,0,4,0,4,0
Argentina,2012,Equestrianism,0,0,0,0,2,0,2,0
Argentina,2012,Fencing,0,0,0,0,1,1,0,0
Argentina,2012,Gymnastics,0,0,0,0,6,4,2,1
Argentina,2012,Handball,0,0,0,0,15,0,15,1
Argentina,2012,Hockey,0,1,0,1,31,15,16,2
Argentina,2012,Judo,0,0,0,0,4,1,3,0
Argentina,2012,Rowing,0,0,0,0,10,5,5,4
Argentina,2012,Sailing,0,0,1,1,8,4,4,2
Argentina,2012,Shooting,0,0,0,0,2,0,2,0
Argentina,2012,Swimming,0,0,0,0,7,3,4,1
Argentina,2012,Synchronized Swimming,0,0,0,0,2,2,0,1
Argentina,2012,Table Tennis,0,0,0,0,1,0,1,0
Argentina,2012,Taekwondo,1,0,0,1,2,1,1,0
Argentina,2012,Tennis,0,0,1,1,10,3,7,3
Argentina,2012,Triathlon,0,0,0,0,1,0,1,0
Argentina,2012,Volleyball,0,0,0,0,12,0,12,1
Argentina,2012,Wrestling,0,0,0,0,1,1,0,0
Argentina,2016,Athletics,0,0,0,0,13,6,7,1
Argentina,2016,Basketball,0,0,0,0,12,0,12,1
Argentina,2016,Beach Volleyball,0,0,0,0,2,2,0,1
Argentina,2016,Boxing,0,0,0,0,6,0,6,0
Argentina,2016,Canoeing,0,0,0,0,11,5,6,2
Argentina,2016,Cycling,0,0,0,0,7,1,6,0
Argentina,2016,Equestrianism,0,0,0,0,8,0,8,1
Argentina,2016,Fencing,0,0,0,0,1,1,0,0
Argentina,2016,Football,0,0,0,0,16,0,16,1
Argentina,2016,Golf,0,0,0,0,2,0,2,0
Argentina,2016,Gymnastics,0,0,0,0,5,4,1,2
Argentina,2016,Handball,0,0,0,0,29,15,14,2
Argentina,2016,Hockey,1,0,0,1,34,16,18,2
Argentina,2016,Judo,1,0,0,1,2,1,1,0
Argentina,2016,Modern Pentathlon,0,0,0,0,2,1,1,0
Argentina,2016,Rowing,0,0,0,0,2,1,1,0
Argentina,2016,Rugby Sevens,0,0,0,0,13,0,13,1
Argentina,2016,Sailing,1,0,0,1,13,5,8,4
Argentina,2016,Shooting,0,0,0,0,6,4,2,0
Argentina,2016,Swimming,0,0,0,0,10,4,6,1
Argentina,2016,Synchronized Swimming,0,0,0,0,2,2,0,1
Argentina,2016,Tennis,0,1,0,1,8,0,8,1
Argentina,2016,Triathlon,0,0,0,0,2,0,2,0
Argentina,2016,Volleyball,0,0,0,0,24,12,12,2
Argentina,2016,Weightlifting,0,0,0,0,1,1,0,0
Argentina,2016,Wrestling,0,0,0,0,1,1,0,0
Argentina,2020,Artistic Gymnastics,0,0,0,0,5,5,0,0
Argentina,2020,Athletics,0,0,0,0,5,2,3,0
Argentina,2020,Basketball,0,0,0,0,12,0,12,1
Argentina,2020,Beach Volleyball,0,0,0,0,4,2,2,2
Argentina,2020,Boxing,0,0,0,0,5,1,4,0
Argentina,2020,Canoe Slalom,0,0,0,0,1,0,1,0
Argentina,2020,Canoe Sprint,0,0,0,0,4,2,2,0
Argentina,2020,Cycling BMX Racing,0,0,0,0,1,0,1,1
Argentina,2020,Cycling Mountain Bike,0,0,0,0,1,1,0,0
Argentina,2020,Cycling Road,0,0,0,0,1,0,1,0
Argentina,2020,Equestrian,0,0,0,0,8,0,8,1
Argentina,2020,Fencing,0,0,0,0,1,1,0,0
Argentina,2020,Football,0,0,0,0,22,0,22,1
Argentina,2020,Golf,0,0,0,0,1,1,0,0
Argentina,2020,Handball,0,0,0,0,16,0,16,1
Argentina,2020,Hockey,0,1,0,1,36,18,18,2
Argentina,2020,Judo,0,0,0,0,2,1,1,0
Argentina,2020,Marathon Swimming,0,0,0,0,1,1,0,0
Argentina,2020,Modern Pentathlon,0,0,0,0,1,0,1,0
Argentina,2020,Rowing,0,0,0,0,2,2,0,1
Argentina,2020,Rugby Sevens,0,0,1,1,13,0,13,1
Argentina,2020,Sailing,0,0,0,0,11,7,4,3
Argentina,2020,Shooting,0,0,0,0,7,3,4,1
Argentina,2020,Surfing,0,0,0,0,1,0,1,1
Argentina,2020,Swimming,0,0,0,0,7,5,2,0
Argentina,2020,Table Tennis,0,0,0,0,2,0,2,0
Argentina,2020,Taekwondo,0,0,0,0,1,0,1,0
Argentina,2020,Tennis,0,0,0,0,11,2,9,2
Argentina,2020,Triathlon,0,0,0,0,1,1,0,0
Argentina,2020,Volleyball,0,0,1,1,24,12,12,2
Argentina,2020,Wrestling,0,0,0,0,1,0,1,0
Argentina,2024,Archery,0,0,0,0,1,0,1,0
Argentina,2024,Athletics,0,0,0,0,6,3,3,0
Argentina,2024,Canoe Sprint,0,0,0,0,2,1,1,0
Argentina,2024,Cycling BMX Freestyle,1,0,0,1,1,0,1,0
Argentina,2024,Cycling BMX Racing,0,0,0,0,2,0,2,1
Argentina,2024,Cycling Road,0,0,0,0,1,0,1,0
Argentina,2024,Equestrian,0,0,0,0,1,0,1,0
Argentina,2024,Fencing,0,0,0,0,1,0,1,0
Argentina,2024,Football,0,0,0,0,18,0,18,1
Argentina,2024,Golf,0,0,0,0,2,0,2,0
Argentina,2024,Handball,0,0,0,0,15,0,15,1
Argentina,2024,Hockey,0,0,1,1,34,16,18,2
Argentina,2024,Judo,0,0,0,0,1,1,0,0
Argentina,2024,Modern Pentathlon,0,0,0,0,1,0,1,0
Argentina,2024,Rowing,0,0,0,0,4,2,2,2
Argentina,2024,Rugby Sevens,0,0,0,0,14,0,14,1
Argentina,2024,Sailing,0,1,0,1,7,4,3,1
Argentina,2024,Shooting,0,0,0,0,5,2,3,1
Argentina,2024,Skateboarding,0,0,0,0,2,0,2,0
Argentina,2024,Swimming,0,0,0,0,5,4,1,0
Argentina,2024,Table Tennis,0,0,0,0,1,0,1,0
Argentina,2024,Taekwondo,0,0,0,0,1,0,1,0
Argentina,2024,Tennis,0,0,0,0,15,5,10,3
Argentina,2024,Triathlon,0,0,0,0,1,1,0,0
Argentina,2024,Volleyball,0,0,0,0,13,0,13,1
Armenia,1996,Athletics,0,0,0,0,2,0,2,0
Armenia,1996,Boxing,0,0,0,0,4,0,4,0
Armenia,1996,Cycling,0,0,0,0,1,0,1,0
Armenia,1996,Diving,0,0,0,0,2,1,1,0
Armenia,1996,Gymnastics,0,0,0,0,7,0,7,3
Armenia,1996,Judo,0,0,0,0,1,0,1,0
Armenia,1996,Shooting,0,0,0,0,1,0,1,0
Armenia,1996,Swimming,0,0,0,0,1,1,0,0
Armenia,1996,Tennis,0,0,0,0,1,0,1,0
Armenia,1996,Weightlifting,0,0,0,0,10,0,10,0
Armenia,1996,Wrestling,1,1,0,2,8,0,8,0
Armenia,2000,Athletics,0,0,0,0,3,1,2,0
Armenia,2000,Boxing,0,0,0,0,3,0,3,0
Armenia,2000,Canoeing,0,0,0,0,2,0,2,0
Armenia,2000,Diving,0,0,0,0,1,0,1,0
Armenia,2000,Judo,0,0,0,0,1,0,1,0
Armenia,2000,Shooting,0,0,0,0,1,0,1,0
Armenia,2000,Swimming,0,0,0,0,2,1,1,1
Armenia,2000,Tennis,0,0,0,0,1,0,1,0
Armenia,2000,Weightlifting,0,0,1,1,4,0,4,0
Armenia,2000,Wrestling,0,0,0,0,8,0,8,0
Armenia,2004,Athletics,0,0,0,0,2,1,1,0
Armenia,2004,Boxing,0,0,0,0,1,0,1,0
Armenia,2004,Judo,0,0,0,0,1,0,1,0
Armenia,2004,Shooting,0,0,0,0,2,0,2,0
Armenia,2004,Swimming,0,0,0,0,1,1,0,0
Armenia,2004,Tennis,0,0,0,0,1,0,1,0
Armenia,2004,Weightlifting,0,0,0,0,4,0,4,0
Armenia,2004,Wrestling,0,0,0,0,7,0,7,0
Armenia,2008,Athletics,0,0,0,0,2,1,1,0
Armenia,2008,Boxing,0,0,1,1,4,0,4,0
Armenia,2008,Judo,0,0,0,0,2,0,2,0
Armenia,2008,Shooting,0,0,0,0,2,0,2,0
Armenia,2008,Swimming,0,0,0,0,1,0,1,0
Armenia,2008,Weightlifting,0,0,3,3,6,1,5,0
Armenia,2008,Wrestling,0,0,2,2,9,0,9,0
Armenia,2012,Athletics,0,0,0,0,4,1,3,0
Armenia,2012,Boxing,0,0,0,0,1,0,1,0
Armenia,2012,Gymnastics,0,0,0,0,7,0,7,3
Armenia,2012,Judo,0,0,0,0,2,0,2,0
Armenia,2012,Shooting,0,0,0,0,2,0,2,0
Armenia,2012,Swimming,0,0,0,0,2,1,1,0
Armenia,2012,Taekwondo,0,0,0,0,1,0,1,0
Armenia,2012,Weightlifting,0,0,1,1,5,2,3,0
Armenia,2012,Wrestling,0,1,1,2,7,0,7,0
Armenia,2016,Athletics,0,0,0,0,5,4,1,0
Armenia,2016,Boxing,0,0,0,0,5,0,5,0
Armenia,2016,Gymnastics,0,0,0,0,6,4,2,3
Armenia,2016,Judo,0,0,0,0,1,0,1,0
Armenia,2016,Shooting,0,0,0,0,1,0,1,0
Armenia,2016,Swimming,0,0,0,0,1,0,1,1
Armenia,2016,Weightlifting,0,2,0,2,7,2,5,0
Armenia,2016,Wrestling,1,1,0,2,8,0,8,0
Armenia,2020,Artistic Gymnastics,0,0,1,1,2,0,2,0
Armenia,2020,Athletics,0,0,0,0,1,0,1,0
Armenia,2020,Boxing,0,0,1,1,3,0,3,0
Armenia,2020,Judo,0,0,0,0,1,0,1,0
Armenia,2020,Shooting,0,0,0,0,1,1,0,0
Armenia,2020,Swimming,0,0,0,0,3,1,2,0
Armenia,2020,Weightlifting,0,1,0,1,2,1,1,0
Armenia,2020,Wrestling,0,1,0,1,6,0,6,0
Armenia,2024,Artistic Gymnastics,0,1,0,1,4,0,4,1
Armenia,2024,Athletics,0,0,0,0,1,0,1,0
Armenia,2024,Boxing,0,0,0,0,1,0,1,0
Armenia,2024,Shooting,0,0,0,0,1,1,0,0
Armenia,2024,Swimming,0,0,0,0,2,1,1,0
Armenia,2024,Weightlifting,0,1,0,1,3,0,3,0
Armenia,2024,Wrestling,0,1,1,2,5,0,5,0
Aruba,1988,Athletics,0,0,0,0,3,3,0,0
Aruba,1988,Boxing,0,0,0,0,2,0,2,0
Aruba,1988,Fencing,0,0,0,0,2,0,2,0
Aruba,1988,Judo,0,0,0,0,1,0,1,0
Aruba,1988,Synchronized Swimming,0,0,0,0,4,4,0,1
Aruba,1992,Athletics,0,0,0,0,2,1,1,0
Aruba,1992,Cycling,0,0,0,0,2,0,2,0
Aruba,1992,Sailing,0,0,0,0,1,0,1,0
Aruba,1996,Athletics,0,0,0,0,1,0,1,0
Aruba,1996,Cycling,0,0,0,0,1,0,1,0
Aruba,1996,Weightlifting,0,0,0,0,1,0,1,0
Aruba,2000,Athletics,0,0,0,0,2,1,1,0
Aruba,2000,Judo,0,0,0,0,1,0,1,0
Aruba,2000,Swimming,0,0,0,0,2,1,1,1
Aruba,2004,Athletics,0,0,0,0,1,0,1,0
Aruba,2004,Swimming,0,0,0,0,2,1,1,0
Aruba,2004,Weightlifting,0,0,0,0,1,0,1,0
Aruba,2008,Judo,0,0,0,0,1,0,1,0
Aruba,2008,Swimming,0,0,0,0,1,0,1,0
Aruba,2012,Judo,0,0,0,0,1,0,1,0
Aruba,2012,Swimming,0,0,0,0,2,1,1,0
Aruba,2012,Weightlifting,0,0,0,0,1,0,1,0
Aruba,2016,Judo,0,0,0,0,1,0,1,0
Aruba,2016,Sailing,0,0,0,0,3,2,1,1
Aruba,2016,Swimming,0,0,0,0,2,1,1,0
Aruba,2016,Taekwondo,0,0,0,0,1,1,0,0
Aruba,2020,Shooting,0,0,0,0,1,0,1,0
Aruba,2020,Swimming,0,0,0,0,3,1,2,0
Aruba,2024,Cycling BMX Racing,0,0,0,0,1,1,0,1
Aruba,2024,Sailing,0,0,0,0,2,0,2,0
Aruba,2024,Shooting,0,0,0,0,1,0,1,0
Aruba,2024,Swimming,0,0,0,0,3,1,2,0
Australia,1896,Athletics,2,0,0,2,3,0,3,0
Australia,1896,Tennis,0,0,1,1,2,0,2,1
Australia,1900,Athletics,1,0,3,4,4,0,4,1
Australia,1900,Swimming,2,0,0,2,2,0,2,0
Australia,1904,Athletics,0,0,0,0,2,0,2,0
Australia,1904,Swimming,0,3,1,4,4,0,4,0
Australia,1906,Athletics,0,0,2,2,7,0,7,0
Australia,1906,Swimming,0,0,1,1,3,0,3,0
Australia,1908,Athletics,0,0,1,1,15,0,15,0
Australia,1908,Boxing,0,1,0,1,1,0,1,0
Australia,1908,Diving,0,0,0,0,1,0,1,0
Australia,1908,Rugby,1,0,0,1,15,0,15,1
Australia,1908,Shooting,0,0,0,0,3,0,3,0
Australia,1908,Swimming,0,1,1,2,13,0,13,1
Australia,1912,Athletics,0,0,0,0,7,0,7,0
Australia,1912,Rowing,0,0,0,0,10,0,10,1
Australia,1912,Swimming,2,2,2,6,20,2,18,2
Australia,1912,Tennis,0,0,1,1,1,0,1,0
Australia,1920,Athletics,0,1,0,1,8,0,8,0
Australia,1920,Cycling,0,0,0,0,3,0,3,0
Australia,1920,Diving,0,0,0,0,1,1,0,0
Australia,1920,Swimming,0,1,1,2,16,2,14,2
Australia,1920,Tennis,0,0,0,0,1,0,1,0
Australia,1924,Art Competitions,0,0,0,0,1,1,0,0
Australia,1924,Athletics,1,0,0,1,18,0,18,0
Australia,1924,Boxing,0,0,0,0,3,0,3,0
Australia,1924,Cycling,0,0,0,0,6,0,6,0
Australia,1924,Diving,1,0,0,1,2,0,2,0
Australia,1924,Rowing,0,0,0,0,10,0,10,1
Australia,1924,Swimming,1,1,2,4,15,0,15,1
Australia,1924,Tennis,0,0,0,0,4,0,4,1
Australia,1924,Wrestling,0,0,0,0,1,0,1,0
Australia,1928,Athletics,0,0,0,0,13,2,11,0
Australia,1928,Cycling,0,0,1,1,2,0,2,0
Australia,1928,Diving,0,0,0,0,2,0,2,0
Australia,1928,Rowing,1,0,0,1,1,0,1,0
Australia,1928,Swimming,0,2,0,2,8,5,3,1
Australia,1928,Wrestling,0,0,0,0,3,0,3,0
Australia,1932,Art Competitions,0,0,0,0,2,0,2,0
Australia,1932,Athletics,0,0,0,0,5,1,4,0
Australia,1932,Cycling,1,0,0,1,2,0,2,0
Australia,1932,Rowing,1,0,0,1,1,0,1,0
Australia,1932,Swimming,1,1,0,2,9,4,5,1
Australia,1932,Wrestling,0,0,1,1,1,0,1,0
Australia,1936,Athletics,0,0,1,1,8,1,7,0
Australia,1936,Boxing,0,0,0,0,3,0,3,0
Australia,1936,Cycling,0,0,0,0,4,0,4,0
Australia,1936,Diving,0,0,0,0,2,0,2,0
Australia,1936,Rowing,0,0,0,0,12,0,12,2
Australia,1936,Swimming,0,0,0,0,7,5,2,1
Australia,1936,Wrestling,0,0,0,0,3,0,3,0
Australia,1948,Athletics,1,3,2,6,34,13,21,2
Australia,1948,Boxing,0,0,0,0,7,0,7,0
Australia,1948,Cycling,0,0,0,0,14,0,14,2
Australia,1948,Diving,0,0,0,0,1,0,1,0
Australia,1948,Rowing,1,0,0,1,8,0,8,2
Australia,1948,Sailing,0,0,0,0,3,0,3,1
Australia,1948,Shooting,0,0,0,0,6,0,6,0
Australia,1948,Swimming,0,2,2,4,14,5,9,1
Australia,1948,Water Polo,0,0,0,0,10,0,10,1
Australia,1948,Weightlifting,0,0,0,0,2,0,2,0
Australia,1948,Wrestling,0,1,1,2,4,0,4,0
Australia,1952,Athletics,3,0,1,4,40,11,29,3
Australia,1952,Boxing,0,0,0,0,5,0,5,0
Australia,1952,Cycling,2,1,0,3,16,0,16,3
Australia,1952,Diving,0,0,0,0,3,0,3,0
Australia,1952,Fencing,0,0,0,0,23,2,21,3
Australia,1952,Modern Pentathlon,0,0,0,0,1,0,1,0
Australia,1952,Rowing,0,1,1,2,14,0,14,3
Australia,1952,Sailing,0,0,0,0,6,0,6,2
Australia,1952,Swimming,1,0,0,1,18,5,13,2
Australia,1952,Water Polo,0,0,0,0,7,0,7,1
Australia,1952,Weightlifting,0,0,1,1,3,0,3,0
Australia,1952,Wrestling,0,0,0,0,4,0,4,0
Australia,1956,Athletics,4,2,6,12,96,28,68,4
Australia,1956,Basketball,0,0,0,0,12,0,12,1
Australia,1956,Boxing,0,0,1,1,9,0,9,0
Australia,1956,Canoeing,0,0,1,1,13,1,12,4
Australia,1956,Cycling,1,0,1,2,16,0,16,3
Australia,1956,Diving,0,0,0,0,12,6,6,0
Australia,1956,Equestrianism,0,0,0,0,7,0,7,1
Australia,1956,Fencing,0,0,0,0,27,3,24,3
Australia,1956,Football,0,0,0,0,11,0,11,1
Australia,1956,Gymnastics,0,0,0,0,63,15,48,5
Australia,1956,Hockey,0,0,0,0,18,0,18,1
Australia,1956,Modern Pentathlon,0,0,0,0,6,0,6,1
Australia,1956,Rowing,0,1,2,3,26,0,26,6
Australia,1956,Sailing,0,1,1,2,11,0,11,4
Australia,1956,Shooting,0,0,0,0,14,0,14,0
Australia,1956,Swimming,8,4,2,14,40,18,22,3
