Name,Participations,Awards,Bronze,Gold,No medal,Silver
Abdullah Sr.,1,1,0,0,1,0
Abdullah Suliman,1,1,0,0,1,0
Abdullah Sultan,4,4,0,0,4,0
Abdullah Tazi,1,1,0,0,1,0
Abdullah Tetengi,1,1,0,0,1,0
Abdullah Ustaoglu,2,2,0,0,2,0
Abdullah Wasughe,1,1,0,0,1,0
Abdullah Yildirmis,2,2,1,0,1,0
Abdullah Zeyab,1,1,0,0,1,0
Abdullah Zubromawi,1,1,0,0,1,0
Abdullahi Shehu,1,1,1,0,0,0
Abdullo Tangriyev,4,4,0,0,3,1
Abdulqader Sarhan,1,1,0,0,1,0
Abdulqdir Abdullayev,1,1,0,0,1,0
Abdulrahman Al,1,1,0,0,1,0
Abdulrahman Al-faihan,1,1,0,0,1,0
Abdulrahman Alfadhel,1,1,0,0,1,0
Abdulrahman Alrajhi,2,2,0,0,2,0
Abdulrahman Ghareeb,1,1,0,0,1,0
Abdulrashid Sadulaev,1,1,0,1,0,0
Abdulrazzaq Murad,1,1,0,0,1,0
Abdulsalam Al-gadabi,1,1,0,0,1,0
Abdulselam Imuk,1,1,0,0,1,0
Abdulwahab Werfeli,1,1,0,0,1,0
Abdumalik Khalokov,1,1,0,1,0,0
Abdurahman Ali,1,1,0,0,1,0
Abdurahman Jallow,1,1,0,0,1,0
Abdurauf Buriev,1,1,0,0,1,0
Abdurrahim Kuzu,1,1,0,0,1,0
Abdusalam Gadisov,1,1,0,0,1,0
Abdusalam Gezah,1,1,0,0,1,0
Abduvohid Nematov,1,1,0,0,1,0
Abe Lenstra,1,1,0,0,1,0
Abe Wiersma,1,1,0,1,0,0
Abeba Gebretsadik,1,1,0,0,1,0
Abebe Bikila,3,3,0,2,1,0
Abebe Gessese,1,1,0,0,1,0
Abebe Hailou,5,5,0,0,5,0
Abebe Mekonnen,3,3,0,0,3,0
Abebe Wakgira,1,1,0,0,1,0
Abebe Zerihun,1,1,0,0,1,0
Abebech Negussie,1,1,0,0,1,0
Abednego Matilu,1,1,0,0,1,0
Abeer Essawy,1,1,0,0,1,0
Abeer Ramadan,1,1,0,0,1,0
Abeiku Jackson,1,1,0,0,1,0
Abeku Jackson,1,1,0,0,1,0
Abel Aferalign,1,1,0,0,1,0
Abel Almaraz,1,1,0,0,1,0
Abel Arozarena,2,2,0,0,2,0
Abel Bekker,1,1,0,0,1,0
Abel Bios,1,1,0,0,1,0
Abel Braga,1,1,0,0,1,0
Abel Chimukoko,1,1,0,0,1,0
Abel Kipsang,1,1,0,0,1,0
Abel Kirui,1,1,0,0,0,1
Abel Kiviat,2,2,0,1,0,1
Abel Laudonio,2,2,1,0,1,0
Abel Metellus,1,1,0,0,1,0
Abel Mokibe,1,1,0,0,1,0
Abel Muoz,2,2,0,0,2,0
Abel Mutai,1,1,1,0,0,0
Abel Ndenguet,1,1,0,0,1,0
Abel Nkhoma,1,1,0,0,1,0
Abel Nzimande,1,1,0,0,1,0
Abel Ortz,1,1,0,0,1,0
Abel Platero,1,1,0,0,1,0
Abel Raa,1,1,0,0,1,0
Abel Rodrigo,4,4,0,0,4,0
Abel Ruiz,1,1,0,1,0,0
Abel Santos,7,7,0,0,7,0
Abel Serdio,1,1,1,0,0,0
Abel Vargas,2,2,0,0,2,0
Abelardo Antua,1,1,0,1,0,0
Abelardo Olivier,6,6,0,2,3,1
Abelardo Orue,3,3,0,0,3,0
Abelardo Osorio,1,1,0,0,1,0
Abelardo Ramrez,2,2,0,0,2,0
Abelardo Rico,1,1,0,0,1,0
Abelardo Rodrguez,1,1,0,0,1,0
Abelardo Sztrum,3,3,0,0,3,0
Abeykoon Mudiyanselage,1,1,0,0,1,0
Abha Dhillan,1,1,0,0,1,0
Abhinav Bindra,5,5,0,1,4,0
Abhinn Gupta,1,1,0,0,1,0
Abhishek Abhishek,1,1,1,0,0,0
Abhishek Verma,2,2,0,0,2,0
Abi Burton,2,2,0,0,2,0
Abiba Abuzhakynova,2,2,0,0,2,0
Abidine Abidine,1,1,0,0,1,0
Abidnasir Shabab,1,1,0,0,1,0
Abigael Tarus,1,1,0,0,1,0
Abigail Brown,1,1,0,0,1,0
Abigail D'agostino,1,1,0,0,1,0
Abigail Edmonds,1,1,0,0,1,0
Abigail Hoffman,5,5,0,0,5,0
Abigail Irozuru,1,1,0,0,1,0
Abigail Johnston,2,2,0,0,1,1
Abigail Lyle,1,1,0,0,1,0
Abigail Magistrati,5,5,0,0,5,0
Abigail Martin,6,6,0,0,6,0
Abigail Peck,2,2,0,0,2,0
Abigail Raye,1,1,0,0,1,0
Abigail Tamer,1,1,0,0,1,0
Abigl Jo,2,2,0,0,2,0
Abil Ibragimov,1,1,0,0,1,0
Abilkhan Amankul,1,1,0,0,1,0
Abimael Marrero,1,1,0,0,1,0
Abiodun Obafemi,1,1,0,1,0,0
Abiodun Oyepitan,4,4,0,0,4,0
Abiola Odumosu,2,2,0,0,2,0
Abiola Ogunbanwo,1,1,0,0,1,0
Abir Khalil,2,2,0,0,2,0
Abishag Semberg,2,2,1,0,1,0
Ablaikhan Zhussupov,1,1,0,0,1,0
Ablaykhan Zhusupov,1,1,0,0,1,0
Ablio Brando,1,1,0,0,1,0
Ablio Cabral,1,1,0,0,1,0
Abner Martnez,1,1,0,0,1,0
Abner Teixeira,2,2,1,0,1,0
Abner Vickery,1,1,0,0,1,0
Abobakr Abass,1,1,0,0,1,0
Abock Shoak,1,1,0,0,1,0
Abolfazl Anvari,2,2,0,0,2,0
Abolfazl Salabi,1,1,0,0,1,0
Abou Bechara,1,1,0,0,1,0
Aboubacar Diallo,1,1,0,0,1,0
Aboubacar Doumbia,1,1,0,0,1,0
Aboubakr Al-lbida,1,1,0,0,1,0
Aboubakry Dia,1,1,0,0,1,0
Abouelfetoh Abdelrazek,1,1,0,0,1,0
Abouhalima Abouhalima,1,1,0,0,1,0
Aboukar Adani,2,2,0,0,2,0
Abouwi Shah,1,1,0,0,1,0
Abraham Abelardo,1,1,0,0,1,0
Abraham Acevedo,1,1,0,0,1,0
Abraham Ancer,2,2,0,0,2,0
Abraham Appel,1,1,0,0,1,0
Abraham Assefa,1,1,0,0,1,0
Abraham Charit,2,2,1,0,1,0
Abraham Chepkirwok,1,1,0,0,1,0
Abraham Cheroben,1,1,0,0,1,0
Abraham D'oliveira,1,1,0,0,1,0
Abraham Geldenhuys,2,2,0,0,2,0
Abraham Greenhalgh,1,1,0,0,1,0
Abraham Groeneweg,1,1,0,0,1,0
Abraham Grossfeld,16,16,0,0,16,0
Abraham Guem,2,2,0,0,2,0
Abraham Guie-gneki,1,1,0,0,1,0
Abraham Heel,3,3,0,0,3,0
Abraham Kalpumu,1,1,0,0,1,0
Abraham Kibiwot,2,2,1,0,1,0
Abraham Kiplimo,1,1,0,0,1,0
Abraham Kiprotich,1,1,0,0,1,0
Abraham Klingers,2,2,0,0,2,0
Abraham Koskei,1,1,0,0,1,0
Abraham Kurland,2,2,0,0,1,1
Abraham Leenards,2,2,0,0,2,0
Abraham Lev,1,1,0,0,1,0
Abraham Lomans,2,2,0,2,0,0
Abraham Manzano,4,4,0,0,3,1
Abraham Mellinger,1,1,0,0,1,0
Abraham Mieses,1,1,0,0,1,0
Abraham Mok,2,2,0,0,2,0
Abraham Munabi,1,1,0,0,1,0
Abraham Niyonkuru,1,1,0,0,1,0
Abraham Olst,1,1,0,0,1,0
Abraham Rotich,1,1,0,0,1,0
Abraham Schutte,1,1,0,0,1,0
Abraham Shneior,1,1,0,0,1,0
Abraham Sprachman,1,1,0,0,1,0
Abraham Sticotti,1,1,0,0,1,0
Abraham Surez,1,1,0,0,1,0
Abraham Sykes,1,1,0,0,1,0
Abraham Torres,1,1,0,0,1,0
Abraham Wiertz,1,1,0,0,1,0
Abraho Saliture,2,2,0,0,2,0
Abram Cohen,2,2,0,0,2,0
Abram Heerden,2,2,0,0,2,0
Abram Kryvosheiev,2,2,0,0,2,0
Abram Muusse,1,1,0,0,1,0
Abram Nteo,1,1,0,0,1,0
Abram Thwala,1,1,0,0,1,0
Abramo Albini,2,2,1,0,1,0
Abrar Adem,2,2,0,0,2,0
Abrar Syed,3,3,0,0,3,0
Abreham Feleke,1,1,0,0,1,0
Absalom Shabangu,1,1,0,0,1,0
Abu Draouci,2,2,0,0,2,0
Abu Duah,2,2,0,0,2,0
Abu Ratib,1,1,0,0,1,0
Abuaihuda Ozon,1,1,0,0,1,0
Abubakar Abbas,1,1,0,0,1,0
Abubakar Abdullahi,1,1,0,0,1,0
Abubakar Khaslakhanau,1,1,0,0,1,0
Abubaker Abdalla,1,1,0,0,1,0
Abubaker Kamal,1,1,0,0,1,0
Abubaker Khamis,2,2,0,0,2,0
Abudoureheman,1,1,0,0,1,0
Abukari Gariba,2,2,0,0,2,0
Abutaleb Gorgori,1,1,1,0,0,0
Abylaikhan Zhubanazar,2,2,0,0,2,0
Abzetta Dabonne,2,2,0,0,2,0
Acacia Mate,2,2,0,0,2,0
Ace Rusevski,2,2,1,0,1,0
Acee Eagle,18,18,0,0,18,0
Acer Nethercott,1,1,0,0,0,1
Achad Arifin,1,1,0,0,1,0
Achille Canna,2,2,0,0,2,0
Achille Gavoglio,1,1,0,0,1,0
Achille Giovannoni,1,1,0,0,1,0
Achille Meng,1,1,0,0,1,0
Achille Morin,1,1,0,0,1,0
Achille Piccini,1,1,0,1,0,0
Achille Pintonello,1,1,0,0,1,0
Achille Pollet,1,1,1,0,0,0
Achille Polonara,1,1,0,0,1,0
Achille Porcasi,1,1,0,0,1,0
Achille Roncoroni,1,1,0,0,1,0
Achille Schelstraete,1,1,0,0,1,0
Achille Tribouillet,1,1,1,0,0,0
Achim Bellmann,2,2,0,0,2,0
Achim Hill,3,3,0,0,1,2
Achim Sidorov,1,1,0,0,1,0
Achim Stadler,1,1,0,0,1,0
Achmad Dimyati,1,1,0,0,1,0
Achour Hasni,1,1,0,0,1,0
Achraf Ed,2,2,0,0,2,0
Achraf Elaidi,1,1,0,0,1,0
Achraf Hakimi,1,1,1,0,0,0
Achraf Kharroubi,1,1,0,0,1,0
Achraf Mahboubi,1,1,0,0,1,0
Achraf Moutii,1,1,0,0,1,0
Achraf Tadili,2,2,0,0,2,0
Achton Mikkelsen,1,1,0,0,1,0
Acio Coelho,3,3,0,0,3,0
Ackeem Blake,2,2,0,0,2,0
Ackelia Smith,2,2,0,0,2,0
Ackera Nugent,1,1,0,0,1,0
Ada (-miga),1,1,1,0,0,0
Ada -hutcheon),1,1,0,0,1,0
Ada Arroyo,5,5,0,0,4,1
Ada Diop,3,3,0,0,3,0
Ada Fall,1,1,0,0,1,0
Ada Santos,2,2,0,0,2,0
Ada Sellam,1,1,0,0,1,0
Ada Smolnikar,7,7,0,0,7,0
Ada Turci,1,1,0,0,1,0
Adaejah Hodge,1,1,0,0,1,0
Adaku Nwandu,1,1,0,0,1,0
Adalbert Agh,1,1,0,0,1,0
Adalbert Covaci,2,2,0,0,2,0
Adalbert Dickhut,8,8,0,0,8,0
Adalbert Iordache,1,1,0,0,1,0
Adalbert Jr.,1,1,0,0,1,0
Adalbert Koch,1,1,0,0,1,0
Adalbert Oster,1,1,0,0,1,0
Adalbert Sr.,1,1,0,0,1,0
Adalbert Toots,1,1,0,0,1,0
Adalberto Cardoso,1,1,0,0,1,0
Adalberto Garcia,1,1,0,0,1,0
Adalberto Hernndez,1,1,0,0,1,0
Adalberto Lepri,1,1,0,0,1,0
Adalberto Q.,1,1,0,0,1,0
Adalberto Scorza,1,1,0,0,1,0
Adalberto Siebens,1,1,0,0,1,0
Adalberto Silva,1,1,0,0,1,0
Adalberts Bubenko,1,1,1,0,0,0
Adam,2,2,0,0,2,0
Adam Adamczyk,2,2,0,0,2,0
Adam Antes,1,1,0,0,1,0
Adam Assimi,1,1,0,0,1,0
Adam Basil,1,1,0,0,1,0
Adam Batirov,1,1,0,0,1,0
Adam Bischof,1,1,0,0,1,0
Adam Botek,2,2,1,0,1,0
Adam Bronikowski,2,2,0,0,2,0
Adam Brown,4,4,0,0,4,0
Adam Burgess,3,3,0,0,2,1
Adam Burton,1,1,0,0,1,0
Adam Cate,1,1,0,0,1,0
Adam Channel,1,1,0,0,1,0
Adam Chartoi,1,1,0,0,1,0
Adam Clawson,2,2,0,0,2,0
Adam Commens,1,1,1,0,0,0
Adam Craig,1,1,0,0,1,0
Adam Cwalina,2,2,0,0,2,0
Adam Dixon,1,1,0,0,1,0
Adam Dolatowski,1,1,0,0,1,0
Adam Dong,1,1,0,0,1,0
Adam El-din,1,1,0,0,1,0
Adam Faul,1,1,0,0,1,0
Adam Faulkner,2,2,0,0,2,0
Adam Federici,1,1,0,0,1,0
Adam Forsyth,1,1,0,0,1,0
Adam Froese,1,1,0,0,1,0
Adam Gemili,5,5,0,0,5,0
Adam Gibson,1,1,0,0,1,0
Adam Girard,1,1,0,0,1,0
Adam Gitsham,1,1,0,0,1,0
Adam Goucher,1,1,0,0,1,0
Adam Grzegorzewski,2,2,0,0,2,0
Adam Gunn,1,1,0,0,0,1
Adam Harris,1,1,0,0,1,0
Adam Helcelet,1,1,0,0,1,0
Adam Hmam,1,1,0,0,1,0
Adam Imer,1,1,0,0,1,0
Adam Jamieson,1,1,0,0,1,0
Adam Jaszo,2,2,0,0,2,0
Adam Juretzko,1,1,0,0,1,0
Adam Kaczmarek,2,2,0,0,2,0
Adam Keenan,1,1,0,0,1,0
Adam Koeverden,6,6,1,1,2,2
Adam Kolasa,1,1,0,0,1,0
Adam Korol,5,5,0,1,4,0
Adam Krajewski,2,2,0,0,2,0
Adam Kreek,2,2,0,1,1,0
Adam Krlikiewicz,2,2,1,0,1,0
Adam Krzesiski,6,6,1,0,4,1
Adam Kszczot,2,2,0,0,2,0
Adam Laurent,1,1,0,0,1,0
Adam Lawrence,1,1,0,0,1,0
Adam Leavy,1,1,0,0,1,0
Adam Li,2,2,0,0,2,0
Adam Lisewski,2,2,1,0,1,0
Adam Lucas,1,1,0,0,1,0
Adam Lundqvist,1,1,0,0,1,0
Adam Mania,2,2,0,0,2,0
Adam Maraana,1,1,0,0,1,0
Adam Marczyski,1,1,0,0,1,0
Adam Marosi,1,1,0,0,1,0
Adam May,1,1,0,0,1,0
Adam Mcgeorge,1,1,0,0,1,0
Adam Mclean,1,1,0,0,1,0
Adam Mendrek,1,1,0,0,1,0
Adam Michlek,2,2,0,0,2,0
Adam Miller,1,1,0,0,1,0
Adam Mpali,1,1,0,0,1,0
Adam Nagy,1,1,0,0,1,0
Adam Nelson,3,3,0,1,1,1
Adam Niemiec,1,1,0,0,1,0
Adam Nolan,1,1,0,0,1,0
Adam Nowicki,1,1,0,0,1,0
Adam Okruashvili,2,2,0,0,2,0
Adam Olaore,1,1,0,0,1,0
Adam Ondra,2,2,0,0,2,0
Adam Ostrowski,3,3,0,0,3,0
Adam Pape,5,5,2,0,3,0
Adam Parfitt,2,2,0,0,2,0
Adam Pavlasek,1,1,0,0,1,0
Adam Peaty,7,7,0,3,1,3
Adam Petrou,1,1,0,0,1,0
Adam Pine,6,6,0,1,3,2
Adam Ptek,1,1,0,0,1,0
Adam Ptnk,2,2,0,0,2,0
Adam Robak,2,2,1,0,1,0
Adam Ruckwood,5,5,0,0,5,0
Adam Rutter,2,2,0,0,2,0
Adam Saathoff,3,3,0,0,3,0
Adam Sakak,2,2,0,0,2,0
Adam Sandurski,2,2,1,0,1,0
Adam Saytiyev,1,1,0,1,0,0
Adam Scholefield,1,1,0,0,1,0
Adam Seroczyski,4,4,1,0,3,0
Adam Setliff,2,2,0,0,2,0
Adam Sinclair,1,1,0,0,1,0
Adam Sioui,3,3,0,0,3,0
Adam Skrodzki,1,1,0,0,1,0
Adam Smelczyski,6,6,0,0,5,1
Adam Smith,1,1,0,0,1,0
Adam Spencer,1,1,0,0,1,0
Adam Starostka,1,1,0,0,1,0
Adam Stern,2,2,0,0,2,0
Adam Stodolski,1,1,0,0,1,0
Adam Szudi,1,1,0,0,1,0
Adam Tanttu,1,1,0,0,1,0
Adam Telegdy,3,3,0,0,3,0
Adam Thomas,1,1,0,0,1,0
Adam Tomasiak,3,3,1,0,2,0
Adam Trupish,2,2,0,0,2,0
Adam Varga,4,4,0,0,2,2
Adam Vella,3,3,1,0,2,0
Adam Viktora,1,1,0,0,1,0
Adam Wheeler,1,1,1,0,0,0
Adam White,1,1,0,0,1,0
Adam Whitehead,2,2,0,0,2,0
Adam Wiercioch,2,2,0,0,1,1
Adam Winiewski,1,1,0,0,1,0
Adam Witek,1,1,0,0,1,0
Adam Wojciechowski,1,1,0,0,1,0
Adam Wolff,1,1,0,0,1,0
Adam Wong,15,15,0,0,15,0
Adam Wright,3,3,0,0,2,1
Adam Wysocki,7,7,0,0,7,0
Adam Yates,2,2,0,0,2,0
Adama Damballey,1,1,0,0,1,0
Adama Diakhat,1,1,0,0,1,0
Adama Diatta,3,3,0,0,3,0
Adama Fall,2,2,0,0,2,0
Adama Jammeh,1,1,0,0,1,0
Adama N'jie,3,3,0,0,3,0
Adama Ndiaye,1,1,0,0,1,0
Adama Osumanu,1,1,0,0,1,0
Adama Oudraogo,1,1,0,0,1,0
Adama Ouedraogo,1,1,0,0,1,0
Adama Tamboura,1,1,0,0,1,0
Adamo Bozzani,1,1,0,0,1,0
Adamor Gonalves,2,2,0,0,2,0
Adamou Allassane,1,1,0,0,1,0
Adamyuki Baig,1,1,0,0,1,0
Adan Cardenas,1,1,0,0,1,0
Adan Serrano,1,1,0,0,1,0
Adaora Elonu,1,1,0,0,1,0
Adar Friedmann,1,1,0,0,0,1
Adas Jukeviius,1,1,0,0,1,0
Adauto Domingues,1,1,0,0,1,0
Adaveeshaiah Ullalmath,1,1,0,0,1,0
Addin Tyldesley,1,1,0,0,1,0
Addis Abebe,2,2,1,0,1,0
Addis Gezahegn,1,1,0,0,1,0
Addison Dale,1,1,0,0,1,0
Addisu Yihune,1,1,0,0,1,0
Addo Ndala,1,1,0,0,1,0
Addy Bucek,2,2,0,0,2,0
Ade Alleyne-forte,1,1,1,0,0,0
Adebayo Oladapo,1,1,0,0,1,0
Adebola Adeyeye,1,1,0,0,1,0
Adegboyega Adedoyin,2,2,0,0,2,0
Adel Adili,2,2,0,0,2,0
Adel Al-anezi,1,1,0,0,1,0
Adel Al-chbouki,1,1,0,0,1,0
Adel Al-ghaith,1,1,0,0,1,0
Adel Al-jabrin,1,1,0,0,1,0
Adel Al-kahham,1,1,0,0,1,0
Adel Al-mulla,1,1,0,0,1,0
Adel Al-najadah,2,2,0,0,2,0
Adel Al-sellimi,1,1,0,0,1,0
Adel Al-smirani,1,1,0,0,1,0
Adel Alhindawi,1,1,0,0,1,0
Adel El-mahmour,1,1,0,0,1,0
Adel El-moalem,2,2,0,0,2,0
Adel El-sharkawy,1,1,0,0,1,0
Adel Gholami,1,1,0,0,1,0
Adel Hammoude,1,1,0,0,1,0
Adel Hekal,1,1,0,0,1,0
Adel Ibrahim,2,2,0,0,2,0
Adel Ismail,1,1,0,0,1,0
Adel Khechini,1,1,0,0,1,0
Adel Malalla,1,1,0,0,1,0
Adel Mechaal,5,5,0,0,5,0
Adel Mojallalimoghadam,1,1,0,0,1,0
Adel Moustafa,2,2,0,0,2,0
Adel Sennoun,1,1,0,0,1,0
Adela Holubova,1,1,0,0,1,0
Adela Piskorska,3,3,0,0,3,0
Adela Sajn,3,3,0,0,3,0
Adelade (-swinkels),2,2,0,0,2,0
Adelaide (-ballard),1,1,0,1,0,0
Adelaide (-pilke),1,1,0,0,1,0
Adelaide (manning-),1,1,0,0,1,0
Adelaide Aquilla,1,1,0,0,1,0
Adelaide Meyer,1,1,0,0,1,0
Adelbert Nico,1,1,0,0,1,0
Adelchi Pelaschiar,2,2,0,0,2,0
Adele (-johnson),1,1,0,0,1,0
Adele Plooy,2,2,0,0,2,0
Adele Tan,1,1,0,0,1,0
Adelfino Mancinelli,1,1,0,0,1,0
Adelfo Campos,1,1,0,0,1,0
Adelheid (-grundmann),6,6,1,1,4,0
Adelheid (-hfle),1,1,0,0,1,0
Adelheid (hauri-),2,2,1,0,1,0
Adelheid -braun),2,2,0,0,2,0
Adelheid Koch,1,1,0,0,1,0
Adelheid Morath,2,2,0,0,2,0
Adelina Cojocariu-bogus,2,2,1,0,1,0
Adelina Gavril,2,2,0,0,2,0
Adelina Muoz,1,1,0,0,1,0
Adelina Pastor,1,1,0,0,1,0
Adelina Zagidullina,2,2,0,1,1,0
Adeline Gray,1,1,0,0,1,0
Adeline Wuillme,4,4,0,0,4,0
Adell Colthrust,1,1,0,0,1,0
Adell Sabovic,1,1,0,0,1,0
Adelle Tracey,2,2,0,0,2,0
Adelmo Bulgarelli,3,3,1,0,2,0
Adelso Terusi,3,3,0,0,3,0
Adem Asil,15,15,0,0,15,0
Adem Bereket,1,1,1,0,0,0
Adem Boudjemline,2,2,0,0,2,0
Adem Hecini,4,4,0,0,4,0
Adem Kl,2,2,0,0,2,0
Ademar Caballero,1,1,0,0,1,0
Ademar Caravetti,1,1,0,0,1,0
Ademar Kammler,1,1,0,0,1,0
Ademir Kaefer,2,2,0,0,0,2
Ademir Ueta,1,1,0,0,1,0
Ademola Adeshina,1,1,0,0,1,0
Aden Tutton,1,1,0,0,1,0
Aden-alexandre Houssein,1,1,0,0,1,0
Adenzia Silva,2,2,0,1,1,0
Adeola Aboyade-cole,1,1,0,0,1,0
Adeola Dagunduro,1,1,0,0,1,0
Adeoye Adetunji,1,1,0,0,1,0
Adeoye Mafe,1,1,0,0,1,0
Aderval Arvani,1,1,0,0,1,0
Adeseye Ogunlewe,1,1,0,0,1,0
Adesio Rossi,2,2,1,0,1,0
Adevaldo Netto,1,1,0,0,1,0
Adevildo Marchi,1,1,0,0,1,0
Adewale Adegbusi,1,1,0,0,1,0
Adewale Adeyemi,1,1,0,0,1,0
Adewale Olukoju,2,2,0,0,2,0
Adeyemi Abayomi,1,1,0,0,1,0
Adeyemi Mutuwa,1,1,0,0,1,0
Adham Kahk,1,1,0,0,1,0
Adham Medhat,1,1,0,0,1,0
Adham Moataz,2,2,0,0,2,0
Adham Yussuf,2,2,0,0,2,0
Adhan Mohamed,1,1,0,0,1,0
Adhaury Rocha,1,1,0,0,1,0
Adhemar Canavessi,1,1,0,1,0,0
Adhemar Filho,3,3,0,0,3,0
Adhemar Serpa,1,1,0,0,1,0
Adhemar Silva,4,4,0,2,2,0
Adhiambo Oluoch,1,1,0,0,1,0
Adhiambo Owino,1,1,0,0,1,0
Adi Bichman,3,3,0,0,3,0
Adi Havewala,1,1,0,0,1,0
Adi Prag,2,2,0,0,2,0
Adi Yona,1,1,0,0,1,0
Adiel Lpez,2,2,0,1,0,1
Adil Atan,3,3,1,0,2,0
Adil Baig,1,1,0,0,1,0
Adil Bellaz,1,1,0,0,1,0
Adil Candemir,1,1,0,0,0,1
Adil El-kaouch,2,2,0,0,2,0
Adil Gaid,3,3,0,0,3,0
Adil Hafidh,1,1,0,0,1,0
Adil Jelloul,1,1,0,0,1,0
Adil Kaaba,1,1,0,0,1,0
Adil Mohammad,1,1,0,0,1,0
Adil Osmanov,1,1,1,0,0,0
Adil Tahif,1,1,1,0,0,0
Adilbek Mussin,2,2,0,0,2,0
Adilbek Niyazymbetov,2,2,0,0,0,2
Adilijiang Sulitan,1,1,0,0,1,0
Adilkhan Sagindykov,1,1,0,0,1,0
Adille Sumariwalla,1,1,0,0,1,0
Adilson Nascimento,3,3,0,0,3,0
Adilson Silva,2,2,0,0,2,0
Adina (-fiera),1,1,0,0,1,0
Adina Anton,1,1,0,0,1,0
Adina Cristian,2,2,0,0,2,0
Adina Diaconu,1,1,0,0,1,0
Adirem Tejeda,1,1,0,0,1,0
Adisorn Vitsudhamakul,1,1,0,0,1,0
Adisu Tebebu,1,1,0,0,1,0
Aditi Ashok,3,3,0,0,3,0
Adiyasambuu Tsolmon,1,1,0,0,1,0
Adiyasuren Amarsaikhan,2,2,0,0,2,0
Adj Vignon,1,1,0,0,1,0
Adja Diop,1,1,0,0,1,0
Adjoua N'dri,1,1,0,0,1,0
Adjutant Lemoine,2,2,0,0,2,0
Adkar Maruti,1,1,0,0,1,0
Adkhamdzhon Akhilov,2,2,0,0,2,0
Adkhamjon Ergashev,1,1,0,0,1,0
Adla Hanzlkov,1,1,0,0,1,0
Adla Skorov-bruns,5,5,1,0,4,0
Adlan Abdurashidov,1,1,0,0,1,0
Adlan Varayev,1,1,0,0,0,1
Adle Christiaens,2,2,0,0,2,0
Adler Capelli,3,3,0,0,3,0
Adler Volmar,2,2,0,0,2,0
Adlin Mair-clarke,3,3,0,0,3,0
Admir Mehmedi,1,1,0,0,1,0
Admir Smaji,1,1,1,0,0,0
Adn Escartin,2,2,0,0,2,0
Adn Gmez,1,1,0,0,1,0
Adn Jr.,2,2,0,0,2,0
Adn Torres,1,1,0,0,1,0
Adnan Ahmed,1,1,0,0,1,0
Adnan Al-mntfage,1,1,0,0,1,0
Adnan Al-rhimi,1,1,0,0,1,0
Adnan Aliev,2,2,0,0,2,0
Adnan Ati,1,1,0,0,1,0
Adnan Dizdar,1,1,0,0,1,0
Adnan El-khuja,1,1,0,0,1,0
Adnan Houjeij,1,1,0,0,1,0
Adnan Houri,1,1,0,0,1,0
Adnan Khankan,2,2,0,0,2,0
Adnan Kudmani,1,1,0,0,1,0
Adnan Maqsood,2,2,0,0,2,0
Adnan Motar,3,3,0,0,3,0
Adnan Youssef,1,1,0,0,1,0
Adnan Yurdaer,1,1,0,0,1,0
Ado Maude,1,1,0,0,1,0
Ado N'zuzi,1,1,0,0,1,0
Adogon,1,1,0,0,1,0
Adokie Amiesimaka,1,1,0,0,1,0
Adolf (-launos),1,1,0,0,1,0
Adolf Abel,2,2,0,0,2,0
Adolf Aebersold,1,1,0,0,1,0
Adolf Baumgarten,1,1,0,0,1,0
Adolf Bergman,1,1,0,1,0,0
Adolf Bhm,2,2,0,0,2,0
Adolf Dahle,1,1,0,0,1,0
Adolf Davids,1,1,0,0,1,0
Adolf Ehrnrooth,2,2,0,0,2,0
Adolf Fehr,2,2,0,0,2,0
Adolf Gruber,3,3,0,0,3,0
Adolf Harder,2,2,0,0,2,0
Adolf Heeb,1,1,0,0,1,0
Adolf Hellquist,2,2,0,0,2,0
Adolf Herschmann,1,1,0,0,1,0
Adolf Hoch,1,1,0,1,0,0
Adolf Jake,2,2,0,0,2,0
Adolf Jger,1,1,0,0,1,0
Adolf Jr.,2,2,0,0,2,0
Adolf Kainz,2,2,0,1,1,0
Adolf Kittel,2,2,0,0,2,0
Adolf Kofler,2,2,0,0,2,0
Adolf Kol,1,1,0,0,1,0
Adolf Krause,1,1,0,0,1,0
Adolf Kurz,1,1,0,0,1,0
Adolf Lauda,2,2,0,0,2,0
Adolf Laudon,1,1,0,0,0,1
Adolf Lblich,1,1,0,0,1,0
Adolf Lindfors,2,2,0,1,1,0
Adolf Meier,4,4,0,0,4,0
Adolf Mhl,3,3,0,0,3,0
Adolf Michel,2,2,0,0,2,0
Adolf Mller,4,4,2,0,2,0
Adolf Nilsen,1,1,1,0,0,0
Adolf Potoar,1,1,0,0,1,0
Adolf Reich,1,1,0,0,1,0
Adolf Rieder,1,1,0,0,1,0
Adolf Rieger,1,1,0,0,0,1
Adolf Rysler,1,1,0,0,1,0
Adolf Scheffknecht,8,8,0,0,8,0
Adolf Scheithauer,1,1,0,0,1,0
Adolf Schreiber,1,1,0,0,1,0
Adolf Schwarte,1,1,0,0,1,0
Adolf Seger,2,2,2,0,0,0
Adolf Spinnler,3,3,1,1,1,0
Adolf Stefanetti,7,7,0,0,7,0
Adolf Stein,1,1,0,0,1,0
Adolf Stocker,2,2,0,0,2,0
Adolf Stockhausen,1,1,0,0,0,1
Adolf Tobler,1,1,0,0,1,0
Adolf Turakainen,2,2,0,0,2,0
